Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
39,Female,Master's Degree,Marketing Coordinator,11," 1,20,000 "
32,Male,Bachelor's Degree,Operations Manager,6," 90,000 "
28,Female,Master's Degree,Human Resources Coordinator,2," 45,000 "
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
39,Female,Master's Degree,Marketing Coordinator,11," 1,20,000 "
32,Male,Bachelor's Degree,Operations Manager,6," 90,000 "
28,Female,Master's Degree,Human Resources Coordinator,2," 45,000 "
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
39,Female,Master's Degree,Marketing Coordinator,11," 1,20,000 "
32,Male,Bachelor's Degree,Operations Manager,6," 90,000 "
28,Female,Master's Degree,Human Resources Coordinator,2," 45,000 "
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
39,Female,Master's Degree,Marketing Coordinator,11," 1,20,000 "
32,Male,Bachelor's Degree,Operations Manager,6," 90,000 "
28,Female,Master's Degree,Human Resources Coordinator,2," 45,000 "
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
39,Female,Master's Degree,Marketing Coordinator,11," 1,20,000 "
32,Male,Bachelor's Degree,Operations Manager,6," 90,000 "
28,Female,Master's Degree,Human Resources Coordinator,2," 45,000 "
40,Male,PhD,Data Scientist,15," 1,50,000 "
33,Female,Bachelor's Degree,Human Resources Manager,8," 95,000 "
24,Male,High School,Junior Sales Associate,1," 25,000 "
35,Female,Master's Degree,Marketing Manager,10," 1,10,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 70,000 "
49,Male,PhD,Data Scientist,22," 2,20,000 "
26,Female,Bachelor's Degree,Junior Software Developer,2," 35,000 "
41,Female,Master's Degree,Human Resources Manager,13," 1,40,000 "
36,Male,Bachelor's Degree,Operations Manager,9," 1,10,000 "
28,Female,High School,Junior Sales Associate,1," 25,000 "
43,Male,PhD,Data Scientist,16," 1,60,000 "
29,Male,Bachelor's Degree,Software Developer,5," 80,000 "
34,Male,Bachelor's Degree,Software Engineer,6," 85,000 "
31,Female,Master's Degree,Marketing Manager,4," 62,000 "
41,Male,PhD,Data Scientist,13," 1,38,000 "
27,Female,Bachelor's Degree,Human Resources Coordinator,2," 47,000 "
25,Male,High School,Junior Sales Associate,1," 26,000 "
33,Female,Master's Degree,Software Developer,8," 95,000 "
45,Male,Bachelor's Degree,Operations Manager,19," 1,74,000 "
28,Female,Bachelor's Degree,Marketing Coordinator,2," 41,000 "
42,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
40,Female,Master's Degree,Marketing Coordinator,12," 1,22,000 "
33,Male,Bachelor's Degree,Operations Manager,7," 96,000 "
29,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
43,Male,PhD,Data Scientist,16," 1,62,000 "
34,Female,Bachelor's Degree,Human Resources Manager,9," 99,000 "
23,Male,High School,Junior Sales Associate,1," 26,000 "
36,Female,Master's Degree,Marketing Manager,11," 1,17,000 "
30,Male,Bachelor's Degree,Software Engineer,5," 75,000 "
50,Male,PhD,Data Scientist,23," 2,25,000 "
27,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
43,Female,Master's Degree,Human Resources Manager,14," 1,46,000 "
37,Male,Bachelor's Degree,Operations Manager,10," 1,13,000 "
29,Female,High School,Junior Sales Associate,1," 26,000 "
44,Male,PhD,Data Scientist,17," 1,68,000 "
30,Male,Bachelor's Degree,Software Developer,6," 85,000 "
32,Female,Master's Degree,Software Developer,8," 95,000 "
46,Male,PhD,Data Scientist,18," 1,80,000 "
28,Female,Bachelor's Degree,Marketing Coordinator,2," 41,000 "
24,Male,High School,Junior Sales Associate,1," 26,000 "
31,Female,Master's Degree,Marketing Manager,5," 68,000 "
39,Male,Bachelor's Degree,Operations Manager,13," 1,27,000 "
25,Female,Bachelor's Degree,Human Resources Coordinator,2," 47,000 "
41,Male,PhD,Data Scientist,15," 1,55,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
45,Male,PhD,Data Scientist,19," 1,90,000 "
31,Male,Bachelor's Degree,Software Developer,6," 85,000 "
41,Female,Master's Degree,Marketing Coordinator,13," 1,31,000 "
34,Male,Bachelor's Degree,Operations Manager,8," 1,01,000 "
30,Female,Master's Degree,Human Resources Coordinator,3," 49,000 "
44,Male,PhD,Data Scientist,18," 1,82,000 "
35,Female,Bachelor's Degree,Human Resources Manager,8," 92,000 "
26,Male,High School,Junior Sales Associate,1," 26,000 "
37,Female,Master's Degree,Marketing Manager,12," 1,25,000 "
29,Male,Bachelor's Degree,Software Engineer,4," 71,000 "
51,Male,PhD,Data Scientist,24," 2,40,000 "
28,Female,Bachelor's Degree,Junior Software Developer,2," 36,000 "
44,Female,Master's Degree,Human Resources Manager,15," 1,52,000 "
38,Male,Bachelor's Degree,Operations Manager,11," 1,19,000 "
30,Female,High School,Junior Sales Associate,1," 26,000 "
